Airline,Travel_date,From,To,Departure_time,Arrival_time,Duration_minutes,Stops,Price
IndiGo,09/01/2023,Goa,Ahmedabad,23:45,09:05,560,1.0, 18197
IndiGo,09/01/2023,Goa,Ahmedabad,08:45,18:10,565,1.0, 20833
IndiGo,09/01/2023,Goa,Ahmedabad,07:35,18:10,635,1.0, 21522
IndiGo,09/01/2023,Goa,Ahmedabad,14:25,22:50,505,1.0, 24042
SpiceJet,09/01/2023,Goa,Tirupati,07:30,07:20,1430,1.0, 10759
Air India,09/01/2023,Goa,Tirupati,23:10,13:55,885,2.0, 10930
"Alliance Air, IndiGo",09/01/2023,Goa,Tirupati,00:25,11:50,685,1.0, 13072
"Go First, IndiGo",09/01/2023,Goa,Tirupati,10:35,19:30,535,1.0, 15430
"Alliance Air, IndiGo",09/01/2023,Goa,Tirupati,13:15,19:30,375,1.0, 16181
"IndiGo, SpiceJet",09/01/2023,Goa,Tirupati,00:50,07:20,390,1.0, 16771
"Go First, IndiGo",09/01/2023,Goa,Tirupati,10:35,17:10,395,1.0, 16795
IndiGo,09/01/2023,Goa,Tirupati,00:50,07:30,400,1.0, 17103
IndiGo,09/01/2023,Goa,Tirupati,07:35,14:05,390,1.0, 17217
SpiceJet,09/01/2023,Goa,Tirupati,18:40,19:40,1500,1.0, 17745
IndiGo,09/01/2023,Goa,Tirupati,07:35,17:10,575,1.0, 18162
IndiGo,09/01/2023,Goa,Tirupati,08:45,14:05,320,1.0, 18208
IndiGo,09/01/2023,Goa,Tirupati,08:45,19:30,645,1.0, 18208
"AirAsia, IndiGo",09/01/2023,Goa,Tirupati,07:15,11:50,275,1.0, 18322
"AirAsia, IndiGo",09/01/2023,Goa,Tirupati,05:55,11:50,355,1.0, 18322
IndiGo,09/01/2023,Goa,Tirupati,14:25,19:30,305,1.0, 18512
IndiGo,09/01/2023,Goa,Tirupati,08:45,17:10,505,1.0, 19153
SpiceJet,09/01/2023,Goa,Tirupati,18:40,07:20,760,1.0, 19159
IndiGo,09/01/2023,Goa,Bengaluru,23:35,00:50,75,0.0, 2799
SpiceJet,09/01/2023,Goa,Bengaluru,22:20,00:15,115,0.0, 4509
IndiGo,09/01/2023,Goa,Bengaluru,21:40,23:00,80,0.0, 5912
Go First,09/01/2023,Goa,Bengaluru,14:00,15:10,70,0.0, 6665
Go First,09/01/2023,Goa,Bengaluru,14:50,16:05,75,0.0, 6753
IndiGo,09/01/2023,Goa,Bengaluru,12:05,13:30,85,0.0, 6857
IndiGo,09/01/2023,Goa,Bengaluru,23:20,06:20,420,1.0, 7036
Alliance Air,09/01/2023,Goa,Bengaluru,00:25,01:50,85,0.0, 7189
"SpiceJet, Go First",09/01/2023,Goa,Bengaluru,17:05,23:55,410,1.0, 7382
IndiGo,09/01/2023,Goa,Bengaluru,23:40,00:55,75,0.0, 7819
IndiGo,09/01/2023,Goa,Bengaluru,23:20,04:15,295,1.0, 7907
AirAsia,09/01/2023,Goa,Bengaluru,14:45,16:00,75,0.0, 8975
"Go First, Air India",09/01/2023,Goa,Bengaluru,13:15,18:25,310,1.0, 9008
Vistara,09/01/2023,Goa,Bengaluru,14:40,15:55,75,0.0, 9023
"SpiceJet, Air India",09/01/2023,Goa,Bengaluru,13:05,18:25,320,1.0, 9270
IndiGo,09/01/2023,Goa,Bengaluru,08:05,09:25,80,0.0, 9919
AirAsia,09/01/2023,Goa,Bengaluru,19:15,22:10,175,1.0, 10025
Air India,09/01/2023,Goa,Bengaluru,04:20,05:35,75,0.0, 10234
AirAsia,09/01/2023,Goa,Bengaluru,05:55,07:05,70,0.0, 12439
AirAsia,09/01/2023,Goa,Bengaluru,07:15,08:20,65,0.0, 12439
IndiGo,09/01/2023,Goa,Bengaluru,15:05,16:15,70,0.0, 17059
SpiceJet,09/01/2023,Goa,Mumbai,22:50,23:50,60,0.0, 4784
Air India,09/01/2023,Goa,Mumbai,23:10,00:20,70,0.0, 4879
Vistara,09/01/2023,Goa,Mumbai,00:40,02:00,80,0.0, 3231
Go First,09/01/2023,Goa,Mumbai,17:05,18:25,80,0.0, 4881
Go First,09/01/2023,Goa,Mumbai,23:55,01:20,85,0.0, 4881
Alliance Air,09/01/2023,Goa,Mumbai,21:00,22:30,90,0.0, 5089
Vistara,09/01/2023,Goa,Mumbai,22:45,00:15,90,0.0, 5089
AirAsia,09/01/2023,Goa,Mumbai,02:55,04:00,65,0.0, 5299
SpiceJet,09/01/2023,Goa,Mumbai,17:05,18:20,75,0.0, 5310
AirAsia,09/01/2023,Goa,Mumbai,05:45,06:55,70,0.0, 5719
Vistara,09/01/2023,Goa,Mumbai,13:20,14:45,85,0.0, 5929
IndiGo,09/01/2023,Goa,Mumbai,16:30,17:45,75,0.0, 5929
IndiGo,09/01/2023,Goa,Mumbai,23:45,01:00,75,0.0, 5929
Go First,09/01/2023,Goa,Mumbai,13:15,14:40,85,0.0, 5931
Go First,09/01/2023,Goa,Mumbai,18:15,19:30,75,0.0, 5931
AirAsia,09/01/2023,Goa,Mumbai,01:00,02:20,80,0.0, 6139
SpiceJet,09/01/2023,Goa,Mumbai,13:05,14:20,75,0.0, 6193
IndiGo,09/01/2023,Goa,Mumbai,11:25,12:40,75,0.0, 6490
Air India,09/01/2023,Goa,Mumbai,06:50,08:10,80,0.0, 6979
IndiGo,09/01/2023,Goa,Mumbai,18:45,19:55,70,0.0, 7504
IndiGo,09/01/2023,Goa,Mumbai,13:05,14:25,80,0.0, 8198
Go First,09/01/2023,Goa,Mumbai,06:40,08:00,80,0.0, 10341
Go First,09/01/2023,Goa,Mumbai,11:45,12:55,70,0.0, 10429
SpiceJet,09/01/2023,Goa,Mumbai,02:55,04:05,70,0.0, 12177
Vistara,09/01/2023,Goa,Mumbai,14:40,23:20,520,1.0, 12490
IndiGo,09/01/2023,Goa,New Delhi,23:35,07:15,460,1.0, 7756
AirAsia,09/01/2023,Goa,New Delhi,23:05,01:45,160,0.0, 10759
SpiceJet,09/01/2023,Goa,New Delhi,13:55,19:50,355,1.0, 10856
Air India,09/01/2023,Goa,New Delhi,14:05,16:40,155,0.0, 11599
AirAsia,09/01/2023,Goa,New Delhi,18:05,22:15,250,1.0, 11599
IndiGo,09/01/2023,Goa,New Delhi,02:10,09:20,430,1.0, 11724
Vistara,09/01/2023,Goa,New Delhi,21:55,00:40,165,0.0, 11914
"Go First, SpiceJet",09/01/2023,Goa,New Delhi,18:15,23:40,325,1.0, 12137
SpiceJet,09/01/2023,Goa,New Delhi,20:55,23:50,175,0.0, 12265
IndiGo,09/01/2023,Goa,New Delhi,23:20,04:20,300,1.0, 12527
IndiGo,09/01/2023,Goa,New Delhi,20:55,23:30,155,0.0, 13000
"AirAsia, IndiGo",09/01/2023,Goa,New Delhi,05:45,11:45,360,1.0, 13027
Go First,09/01/2023,Goa,New Delhi,00:35,03:00,145,0.0, 13911
Go First,09/01/2023,Goa,New Delhi,17:40,20:20,160,0.0, 13911
"AirAsia, IndiGo",09/01/2023,Goa,New Delhi,19:15,01:10,355,1.0, 14082
Vistara,09/01/2023,Goa,New Delhi,13:20,18:05,285,1.0, 14119
Air India,09/01/2023,Goa,New Delhi,01:15,03:50,155,0.0, 14224
IndiGo,09/01/2023,Goa,New Delhi,07:30,09:55,145,0.0, 14575
IndiGo,09/01/2023,Goa,New Delhi,13:05,17:35,270,1.0, 15012
IndiGo,09/01/2023,Goa,New Delhi,13:10,15:40,150,0.0, 15251
AirAsia,09/01/2023,Goa,New Delhi,08:10,10:45,155,0.0, 15799
AirAsia,09/01/2023,Goa,New Delhi,16:35,19:10,155,0.0, 15799
IndiGo,09/01/2023,Goa,New Delhi,22:30,01:00,150,0.0, 16051
IndiGo,09/01/2023,Goa,New Delhi,10:35,13:10,155,0.0, 16360
SpiceJet,09/01/2023,Goa,New Delhi,15:25,18:05,160,0.0, 16571
IndiGo,09/01/2023,Goa,New Delhi,14:15,16:45,150,0.0, 17269
Vistara,09/01/2023,Goa,New Delhi,14:25,17:05,160,0.0, 17689
IndiGo,09/01/2023,Goa,New Delhi,15:20,17:50,150,0.0, 18319
"Alliance Air, SpiceJet",09/01/2023,Goa,New Delhi,13:15,19:20,365,1.0, 19490
SpiceJet,09/01/2023,Goa,New Delhi,01:40,04:20,160,0.0, 19615
SpiceJet,09/01/2023,Goa,New Delhi,19:55,22:35,160,0.0, 19615
Go First,09/01/2023,Ahmedabad,Goa,15:05,23:25,500,1.0, 3641
Go First,09/01/2023,Ahmedabad,Goa,21:10,06:10,540,1.0, 3641
Go First,09/01/2023,Ahmedabad,Goa,20:10,06:10,600,1.0, 3641
IndiGo,09/01/2023,Ahmedabad,Goa,20:55,22:45,110,0.0, 3999
Go First,09/01/2023,Ahmedabad,Goa,18:55,20:35,100,0.0, 4000
SpiceJet,09/01/2023,Ahmedabad,Goa,23:00,00:45,105,0.0, 4299
IndiGo,09/01/2023,Ahmedabad,Goa,05:35,07:15,100,0.0, 5299
"Akasa Air, Go First",09/01/2023,Ahmedabad,Goa,16:05,23:25,440,1.0, 6154
IndiGo,09/01/2023,Ahmedabad,Goa,23:25,07:00,455,1.0, 6216
IndiGo,09/01/2023,Ahmedabad,Goa,23:50,07:35,465,1.0, 6216
Go First,09/01/2023,Ahmedabad,Goa,21:10,09:55,765,1.0, 6270
Go First,09/01/2023,Ahmedabad,Goa,21:10,11:15,845,1.0, 6270
"IndiGo, Go First",09/01/2023,Ahmedabad,Goa,14:50,23:25,515,1.0, 6351
"Akasa Air, Go First",09/01/2023,Ahmedabad,Goa,11:50,23:25,695,1.0, 6354
IndiGo,09/01/2023,Ahmedabad,Goa,14:50,23:10,500,1.0, 6355
Vistara,09/01/2023,Ahmedabad,Goa,17:15,00:05,410,1.0, 6774
"IndiGo, Alliance Air",09/01/2023,Ahmedabad,Goa,14:50,20:30,340,1.0, 7035
"Akasa Air, Go First",09/01/2023,Ahmedabad,Goa,11:50,16:35,285,1.0, 7084
"Akasa Air, Vistara",09/01/2023,Ahmedabad,Goa,16:05,22:10,365,1.0, 7676
Vistara,09/01/2023,Ahmedabad,Goa,17:15,22:10,295,1.0, 7875
"IndiGo, Go First",09/01/2023,Ahmedabad,Goa,17:30,23:25,355,1.0, 8251
IndiGo,09/01/2023,Ahmedabad,Goa,17:30,23:10,340,1.0, 8255
IndiGo,09/01/2023,Ahmedabad,Goa,12:20,14:05,105,0.0, 8421
IndiGo,09/01/2023,Ahmedabad,Goa,14:55,21:10,375,1.0, 8594
IndiGo,09/01/2023,Ahmedabad,Goa,14:55,23:05,490,1.0, 8598
IndiGo,09/01/2023,Ahmedabad,Goa,23:25,08:20,535,1.0, 8699
IndiGo,09/01/2023,Ahmedabad,Goa,03:00,06:45,225,1.0, 8789
IndiGo,09/01/2023,Ahmedabad,Goa,15:25,01:30,605,1.0, 8972
"IndiGo, Vistara",09/01/2023,Ahmedabad,Goa,17:30,22:10,280,1.0, 9773
IndiGo,09/01/2023,Ahmedabad,Goa,05:30,13:55,505,1.0, 10075
SpiceJet,09/01/2023,Ahmedabad,Goa,06:00,13:25,445,1.0, 10206
"Akasa Air, Go First",09/01/2023,Ahmedabad,Goa,07:35,12:45,310,1.0, 10285
IndiGo,09/01/2023,Ahmedabad,Goa,04:40,11:25,405,1.0, 10472
IndiGo,09/01/2023,Ahmedabad,Goa,04:30,12:30,480,1.0, 10677
IndiGo,09/01/2023,Ahmedabad,Goa,06:40,15:25,525,1.0, 10708
IndiGo,09/01/2023,Ahmedabad,Goa,09:45,15:25,340,1.0, 10973
IndiGo,09/01/2023,Ahmedabad,Goa,08:45,15:25,400,1.0, 10973
IndiGo,09/01/2023,Ahmedabad,Goa,09:45,18:15,510,1.0, 11498
IndiGo,09/01/2023,Ahmedabad,Goa,08:45,18:15,570,1.0, 11498
IndiGo,09/01/2023,Ahmedabad,Goa,18:45,00:20,335,1.0, 11729
IndiGo,09/01/2023,Ahmedabad,Goa,06:40,12:30,350,1.0, 11968
IndiGo,09/01/2023,Ahmedabad,Goa,08:45,12:30,225,1.0, 12233
Air India,09/01/2023,Ahmedabad,Goa,14:40,00:40,600,1.0, 12510
IndiGo,09/01/2023,Ahmedabad,Goa,04:30,10:55,385,1.0, 12567
IndiGo,09/01/2023,Ahmedabad,Goa,09:00,20:45,705,1.0, 12831
IndiGo,09/01/2023,Ahmedabad,Goa,06:40,10:55,255,1.0, 13858
IndiGo,09/01/2023,Ahmedabad,Goa,09:00,14:35,335,1.0, 14252
IndiGo,09/01/2023,Ahmedabad,Goa,04:40,14:35,595,1.0, 14252
IndiGo,09/01/2023,Ahmedabad,Goa,22:20,06:10,470,1.0, 14459
IndiGo,09/01/2023,Ahmedabad,Goa,07:50,13:55,365,1.0, 15816
IndiGo,09/01/2023,Ahmedabad,Goa,07:50,17:20,570,1.0, 16026
IndiGo,09/01/2023,Ahmedabad,Goa,21:05,06:45,580,1.0, 22019
"Go First, IndiGo",09/01/2023,Ahmedabad,Tirupati,21:10,14:05,1015,2.0, 7364
"Go First, IndiGo",09/01/2023,Ahmedabad,Tirupati,20:10,14:05,1075,2.0, 7364
"Go First, IndiGo",09/01/2023,Ahmedabad,Tirupati,20:10,10:55,885,2.0, 8559
SpiceJet,09/01/2023,Ahmedabad,Tirupati,06:00,20:00,840,1.0, 8873
"Akasa Air, IndiGo",09/01/2023,Ahmedabad,Tirupati,16:05,14:05,1320,2.0, 9302
IndiGo,09/01/2023,Ahmedabad,Tirupati,23:50,10:55,665,1.0, 9458
"Akasa Air, IndiGo",09/01/2023,Ahmedabad,Tirupati,16:05,10:55,1130,2.0, 10497
IndiGo,09/01/2023,Ahmedabad,Tirupati,23:25,07:30,485,1.0, 10623
IndiGo,09/01/2023,Ahmedabad,Tirupati,10:30,16:20,350,1.0, 10796
"Vistara, IndiGo",09/01/2023,Ahmedabad,Tirupati,17:15,10:55,1060,2.0, 11306
IndiGo,09/01/2023,Ahmedabad,Tirupati,04:40,11:50,430,1.0, 12962
IndiGo,09/01/2023,Ahmedabad,Tirupati,05:30,14:05,515,1.0, 15526
IndiGo,09/01/2023,Ahmedabad,Tirupati,07:50,14:05,375,1.0, 17495
IndiGo,09/01/2023,Ahmedabad,Tirupati,07:50,17:10,560,1.0, 17495
Air India,09/01/2023,Ahmedabad,Tirupati,10:40,13:55,1635,3.0, 17736
Akasa Air,09/01/2023,Ahmedabad,Bengaluru,12:55,15:00,125,0.0, 5853
Akasa Air,09/01/2023,Ahmedabad,Bengaluru,17:35,19:45,130,0.0, 5853
Akasa Air,09/01/2023,Ahmedabad,Bengaluru,21:35,23:35,120,0.0, 5853
Go First,09/01/2023,Ahmedabad,Bengaluru,21:10,23:25,135,0.0, 5897
IndiGo,09/01/2023,Ahmedabad,Bengaluru,19:25,21:45,140,0.0, 5899
IndiGo,09/01/2023,Ahmedabad,Bengaluru,23:50,02:05,135,0.0, 5899
"Akasa Air, Go First",09/01/2023,Ahmedabad,Bengaluru,16:05,23:55,470,1.0, 6010
IndiGo,09/01/2023,Ahmedabad,Bengaluru,14:55,17:15,140,0.0, 6500
"Vistara, Go First",09/01/2023,Ahmedabad,Bengaluru,17:15,23:55,400,1.0, 6819
Go First,09/01/2023,Ahmedabad,Bengaluru,09:25,11:25,120,0.0, 7265
IndiGo,09/01/2023,Ahmedabad,Bengaluru,09:00,11:15,135,0.0, 7399
"IndiGo, Air India",09/01/2023,Ahmedabad,Bengaluru,14:50,20:30,340,1.0, 7737
IndiGo,09/01/2023,Ahmedabad,Bengaluru,04:40,06:45,125,0.0, 7899
"IndiGo, Go First",09/01/2023,Ahmedabad,Bengaluru,17:30,23:55,385,1.0, 8107
Go First,09/01/2023,Ahmedabad,Mumbai,20:10,21:25,75,0.0, 2000
Go First,09/01/2023,Ahmedabad,Mumbai,21:10,22:30,80,0.0, 2000
Akasa Air,09/01/2023,Ahmedabad,Mumbai,16:05,17:25,80,0.0, 3938
IndiGo,09/01/2023,Ahmedabad,Mumbai,14:50,16:10,80,0.0, 4135
Akasa Air,09/01/2023,Ahmedabad,Mumbai,11:50,13:15,85,0.0, 4138
IndiGo,09/01/2023,Ahmedabad,Mumbai,04:30,05:50,80,0.0, 4745
Vistara,09/01/2023,Ahmedabad,Mumbai,17:15,18:45,90,0.0, 4747
IndiGo,09/01/2023,Ahmedabad,Mumbai,08:45,10:05,80,0.0, 5536
Vistara,09/01/2023,Ahmedabad,Mumbai,05:05,06:15,70,0.0, 5587
IndiGo,09/01/2023,Ahmedabad,Mumbai,06:40,07:55,75,0.0, 6035
IndiGo,09/01/2023,Ahmedabad,Mumbai,17:30,18:40,70,0.0, 6035
IndiGo,09/01/2023,Ahmedabad,Mumbai,09:45,10:55,70,0.0, 6300
Akasa Air,09/01/2023,Ahmedabad,Mumbai,07:35,08:55,80,0.0, 6538
IndiGo,09/01/2023,Ahmedabad,Mumbai,22:20,23:35,75,0.0, 10836
Vistara,09/01/2023,Ahmedabad,Mumbai,06:45,11:35,290,1.0, 12097
Vistara,09/01/2023,Ahmedabad,Mumbai,08:25,09:40,75,0.0, 16087
Vistara,09/01/2023,Ahmedabad,Mumbai,06:45,11:10,265,1.0, 16507
SpiceJet,09/01/2023,Ahmedabad,New Delhi,22:05,10:30,745,1.0, 4943
SpiceJet,09/01/2023,Ahmedabad,New Delhi,16:15,10:30,1095,1.0, 5482
IndiGo,09/01/2023,Ahmedabad,New Delhi,04:05,05:45,100,0.0, 4400
Go First,09/01/2023,Ahmedabad,New Delhi,23:15,00:50,95,0.0, 5543
Alliance Air,09/01/2023,Ahmedabad,New Delhi,17:50,20:55,185,1.0, 6217
Vistara,09/01/2023,Ahmedabad,New Delhi,15:35,17:10,95,0.0, 6952
Go First,09/01/2023,Ahmedabad,New Delhi,19:35,21:15,100,0.0, 7162
IndiGo,09/01/2023,Ahmedabad,New Delhi,15:25,22:55,450,1.0, 7437
IndiGo,09/01/2023,Ahmedabad,New Delhi,22:35,00:05,90,0.0, 7834
Vistara,09/01/2023,Ahmedabad,New Delhi,20:30,22:00,90,0.0, 8212
Go First,09/01/2023,Ahmedabad,New Delhi,08:30,10:05,95,0.0, 8424
IndiGo,09/01/2023,Ahmedabad,New Delhi,21:00,22:30,90,0.0, 8464
Air India,09/01/2023,Ahmedabad,New Delhi,10:40,00:05,805,1.0, 8811
IndiGo,09/01/2023,Ahmedabad,New Delhi,04:05,05:45,100,0.0, 8999
Air India,09/01/2023,Ahmedabad,New Delhi,14:40,16:15,95,0.0, 9441
IndiGo,09/01/2023,Ahmedabad,New Delhi,08:55,15:00,365,1.0, 9719
Air India,09/01/2023,Ahmedabad,New Delhi,10:40,18:10,450,1.0, 10281
IndiGo,09/01/2023,Ahmedabad,New Delhi,05:55,07:40,105,0.0, 10899
IndiGo,09/01/2023,Ahmedabad,New Delhi,12:00,13:35,95,0.0, 10899
IndiGo,09/01/2023,Ahmedabad,New Delhi,07:05,08:35,90,0.0, 11499
IndiGo,09/01/2023,Ahmedabad,New Delhi,18:05,19:50,105,0.0, 11499
SpiceJet,09/01/2023,Ahmedabad,New Delhi,06:10,07:50,100,0.0, 12172
IndiGo,09/01/2023,Ahmedabad,New Delhi,15:55,20:50,295,1.0, 12306
Akasa Air,09/01/2023,Ahmedabad,New Delhi,09:15,11:00,105,0.0, 12854
IndiGo,09/01/2023,Ahmedabad,New Delhi,15:25,20:15,290,1.0, 13094
Vistara,09/01/2023,Ahmedabad,New Delhi,08:40,10:20,100,0.0, 13286
Vistara,09/01/2023,Ahmedabad,New Delhi,06:45,07:55,70,0.0, 25909
"IndiGo, Go First",09/01/2023,Tirupati,Goa,07:50,23:25,935,2.0, 7486
"Air India, IndiGo",09/01/2023,Tirupati,Goa,14:30,21:35,425,1.0, 7613
"Air India, AirAsia",09/01/2023,Tirupati,Goa,14:30,19:20,290,1.0, 7614
"Alliance Air, IndiGo",09/01/2023,Tirupati,Goa,08:10,21:35,805,1.0, 7718
SpiceJet,09/01/2023,Tirupati,Goa,20:55,07:10,615,1.0, 7993
"Alliance Air, IndiGo",09/01/2023,Tirupati,Goa,08:10,13:55,345,1.0, 8663
IndiGo,09/01/2023,Tirupati,Goa,14:45,21:35,410,1.0, 8753
IndiGo,09/01/2023,Tirupati,Goa,12:30,21:35,545,1.0, 8753
IndiGo,09/01/2023,Tirupati,Goa,14:45,00:20,575,1.0, 8753
"IndiGo, Vistara",09/01/2023,Tirupati,Goa,07:50,22:10,860,2.0, 9008
IndiGo,09/01/2023,Tirupati,Goa,20:05,00:20,255,1.0, 9173
IndiGo,09/01/2023,Tirupati,Goa,21:00,07:00,600,1.0, 9173
"SpiceJet, Go First",09/01/2023,Tirupati,Goa,07:40,17:45,605,1.0, 9362
"IndiGo, AirAsia",09/01/2023,Tirupati,Goa,14:45,19:20,275,1.0, 9609
IndiGo,09/01/2023,Tirupati,Goa,12:30,17:20,290,1.0, 9908
Air India,09/01/2023,Tirupati,Goa,14:30,00:40,610,2.0, 10391
IndiGo,09/01/2023,Tirupati,Goa,16:40,21:10,270,1.0, 12844
IndiGo,09/01/2023,Tirupati,Goa,16:40,23:05,385,1.0, 12848
"SpiceJet, IndiGo",09/01/2023,Tirupati,Goa,07:40,12:30,290,1.0, 13129
SpiceJet,09/01/2023,Tirupati,Ahmedabad,16:10,15:45,1415,1.0, 9244
"Air India, IndiGo",09/01/2023,Tirupati,Ahmedabad,14:30,03:45,795,2.0, 10767
"Air India, IndiGo",09/01/2023,Tirupati,Ahmedabad,14:30,03:45,795,2.0, 10767
"Alliance Air, IndiGo",09/01/2023,Tirupati,Ahmedabad,08:10,03:45,1175,2.0, 10872
IndiGo,09/01/2023,Tirupati,Ahmedabad,14:45,03:45,780,2.0, 12762
IndiGo,09/01/2023,Tirupati,Ahmedabad,14:45,03:45,780,2.0, 12762
IndiGo,09/01/2023,Tirupati,Ahmedabad,20:05,06:20,615,2.0, 13182
IndiGo,09/01/2023,Tirupati,Ahmedabad,12:30,18:10,340,1.0, 13702
IndiGo,09/01/2023,Tirupati,Ahmedabad,14:45,22:50,485,1.0, 13702
IndiGo,09/01/2023,Tirupati,Ahmedabad,12:30,22:50,620,1.0, 13702
"Air India, IndiGo",09/01/2023,Tirupati,Ahmedabad,14:30,22:50,500,1.0, 14655
"Alliance Air, IndiGo",09/01/2023,Tirupati,Ahmedabad,08:10,18:10,600,1.0, 15180
Air India,09/01/2023,Tirupati,Ahmedabad,14:30,06:55,985,2.0, 15935
IndiGo,09/01/2023,Tirupati,Ahmedabad,16:40,23:20,400,1.0, 15947
IndiGo,09/01/2023,Tirupati,Ahmedabad,16:40,03:45,665,1.0, 15947
Star Air,09/01/2023,Tirupati,Bengaluru,11:55,14:30,155,1.0, 7612
"Air India, AirAsia",09/01/2023,Tirupati,Bengaluru,14:30,22:10,460,1.0, 7812
IndiGo,09/01/2023,Tirupati,Bengaluru,15:35,16:35,60,0.0, 6595
"Alliance Air, AirAsia",09/01/2023,Tirupati,Bengaluru,08:10,22:10,840,1.0, 8967
"IndiGo, AirAsia",09/01/2023,Tirupati,Bengaluru,12:30,22:10,580,1.0, 9072
"Air India, AirAsia",09/01/2023,Tirupati,Bengaluru,14:30,20:50,380,1.0, 9614
"IndiGo, AirAsia",09/01/2023,Tirupati,Bengaluru,14:45,22:10,445,1.0, 9807
IndiGo,09/01/2023,Tirupati,Bengaluru,20:05,01:10,305,1.0, 10227
IndiGo,09/01/2023,Tirupati,Bengaluru,16:40,17:40,60,0.0, 10749
"Alliance Air, IndiGo",09/01/2023,Tirupati,Bengaluru,08:10,13:00,290,1.0, 10770
"IndiGo, AirAsia",09/01/2023,Tirupati,Bengaluru,14:45,20:50,365,1.0, 11609
IndiGo,09/01/2023,Tirupati,Bengaluru,12:30,18:10,340,1.0, 12791
Air India,09/01/2023,Tirupati,Bengaluru,14:30,00:05,575,2.0, 15292
IndiGo,09/01/2023,Tirupati,Mumbai,07:50,17:05,555,1.0, 5270
SpiceJet,09/01/2023,Tirupati,Mumbai,07:40,09:25,105,0.0, 6766
IndiGo,09/01/2023,Tirupati,Mumbai,21:00,05:55,535,1.0, 9408
"Air India, IndiGo",09/01/2023,Tirupati,Mumbai,14:30,06:20,950,2.0, 9696
IndiGo,09/01/2023,Tirupati,Mumbai,16:40,21:15,275,1.0, 11157
IndiGo,09/01/2023,Tirupati,Mumbai,20:05,05:55,590,1.0, 11648
IndiGo,09/01/2023,Tirupati,Mumbai,14:45,06:20,935,2.0, 11691
IndiGo,09/01/2023,Tirupati,Mumbai,12:30,06:20,1070,2.0, 11691
"Alliance Air, IndiGo",09/01/2023,Tirupati,Mumbai,08:10,18:15,605,2.0, 11959
IndiGo,09/01/2023,Tirupati,Mumbai,16:40,23:25,405,1.0, 12988
IndiGo,09/01/2023,Tirupati,Mumbai,16:40,00:50,490,1.0, 13285
IndiGo,09/01/2023,Tirupati,Mumbai,14:45,00:15,570,1.0, 13801
IndiGo,09/01/2023,Tirupati,Mumbai,20:05,00:15,250,1.0, 14273
"Alliance Air, Vistara",09/01/2023,Tirupati,Mumbai,08:10,14:35,385,1.0, 17134
IndiGo,09/01/2023,Tirupati,Mumbai,14:45,21:10,385,1.0, 18473
IndiGo,09/01/2023,Tirupati,Mumbai,12:30,21:10,520,1.0, 18473
"Air India, IndiGo",09/01/2023,Tirupati,Mumbai,14:30,19:45,315,1.0, 18593
IndiGo,09/01/2023,Tirupati,Mumbai,14:45,19:45,300,1.0, 19733
IndiGo,09/01/2023,Tirupati,Mumbai,12:30,19:45,435,1.0, 19733
Air India,09/01/2023,Tirupati,New Delhi,14:30,18:45,255,1.0, 9338
SpiceJet,09/01/2023,Tirupati,New Delhi,20:55,21:50,1495,1.0, 9616
SpiceJet,09/01/2023,Tirupati,New Delhi,07:40,01:15,1055,1.0, 10156
"Air India, IndiGo",09/01/2023,Tirupati,New Delhi,14:30,01:10,640,1.0, 10980
IndiGo,09/01/2023,Tirupati,New Delhi,14:45,18:55,250,1.0, 11265
SpiceJet,09/01/2023,Tirupati,New Delhi,16:10,08:15,965,1.0, 11386
SpiceJet,09/01/2023,Tirupati,New Delhi,07:40,23:40,960,1.0, 11878
IndiGo,09/01/2023,Tirupati,New Delhi,12:30,00:05,695,1.0, 12121
IndiGo,09/01/2023,Tirupati,New Delhi,14:45,01:10,625,1.0, 12121
"Alliance Air, SpiceJet",09/01/2023,Tirupati,New Delhi,08:10,19:20,670,1.0, 12398
IndiGo,09/01/2023,Tirupati,New Delhi,20:05,01:10,305,1.0, 12541
IndiGo,09/01/2023,Tirupati,New Delhi,14:45,20:40,355,1.0, 13486
IndiGo,09/01/2023,Tirupati,New Delhi,16:40,23:35,415,1.0, 13493
"IndiGo, Air India",09/01/2023,Tirupati,New Delhi,12:30,18:45,375,1.0, 13606
"Air India, Vistara",09/01/2023,Tirupati,New Delhi,14:30,19:55,325,1.0, 13711
IndiGo,09/01/2023,Tirupati,New Delhi,21:00,07:30,630,1.0, 13853
"Alliance Air, IndiGo",09/01/2023,Tirupati,New Delhi,08:10,14:15,365,1.0, 15075
IndiGo,09/01/2023,Tirupati,New Delhi,16:40,22:10,330,1.0, 16546
Alliance Air,09/01/2023,Bengaluru,Goa,22:30,23:55,85,0.0, 2749
SpiceJet,09/01/2023,Bengaluru,Goa,20:25,22:00,95,0.0, 2795
IndiGo,09/01/2023,Bengaluru,Goa,19:50,21:10,80,0.0, 2796
Go First,09/01/2023,Bengaluru,Goa,08:45,09:55,70,0.0, 2797
Go First,09/01/2023,Bengaluru,Goa,15:50,17:10,80,0.0, 2797
AirAsia,09/01/2023,Bengaluru,Goa,04:10,05:25,75,0.0, 2800
AirAsia,09/01/2023,Bengaluru,Goa,05:30,06:45,75,0.0, 2800
IndiGo,09/01/2023,Bengaluru,Goa,21:55,23:05,70,0.0, 2800
